data;Maxima;Media;Minima
06/01/2021;32.4;25.1;21.9
07/01/2021;33.1;24.6;20.7
08/01/2021;31.8;25.2;20.6
09/01/2021;33.3;26.2;21
10/01/2021;33.3;25.9;20.7
11/01/2021;33.2;26.1;21.3
12/01/2021;32.5;25.6;22.2
13/01/2021;31.1;24.5;21.4
14/01/2021;32.6;24;20.9
15/01/2021;30.1;23.5;20.6
16/01/2021;29.2;23.6;20.4
17/01/2021;29.5;23.3;21
18/01/2021;31.9;24.2;20.8
19/01/2021;29.9;24.1;21.2
20/01/2021;33.3;26;20.5
21/01/2021;33.3;26.6;21.3
22/01/2021;33.9;26.5;20.2
23/01/2021;34.3;26.6;20.4
24/01/2021;33.9;25.6;20.1
25/01/2021;34;24.4;20.8
26/01/2021;34.3;24.6;19.3
27/01/2021;32.2;26;21
28/01/2021;32.5;24.6;20.4
29/01/2021;32.7;25.3;20.5
30/01/2021;35.1;25.6;19.8
31/01/2021;33.5;24.5;20.5
01/02/2021;32.4;24.4;19.4
02/02/2021;34.2;26.1;20.3
03/02/2021;34.3;26.5;20.2
04/02/2021;33.8;26.9;21.2
05/02/2021;31.1;25.9;22.5
06/02/2021;31.3;25.5;20.4
07/02/2021;31.3;24.1;17.7
08/02/2021;30.9;23.1;16.2
09/02/2021;31.8;23.3;15.4
10/02/2021;33.1;23.5;17.1
11/02/2021;24.9;20.7;17.9
12/02/2021;28.9;22.5;18.6
13/02/2021;30.1;23.7;20.1
14/02/2021;30.4;21.9;18.4
15/02/2021;30.2;23.1;18
16/02/2021;32.9;25.6;19.2
17/02/2021;31.4;24.4;21.6
18/02/2021;32;25;19.6
19/02/2021;33.2;25.8;17.8
20/02/2021;33.6;25.3;17.6
21/02/2021;34.3;25.3;18.7
22/02/2021;33.7;25.9;19.2
23/02/2021;35.4;26.8;20
24/02/2021;35.7;26.7;20
25/02/2021;32.3;23.9;18.9
26/02/2021;30.5;23.6;18.7
27/02/2021;31.4;22.4;17.7
28/02/2021;28.7;22.3;19.9
01/03/2021;30.3;23.2;19.2
02/03/2021;31.9;24.9;20.4
03/03/2021;26.5;22.4;20
04/03/2021;27.6;22.7;20.5
05/03/2021;26;21.6;19.3
06/03/2021;28.3;22.7;20.2
07/03/2021;30.9;23.1;20.6
08/03/2021;29.6;22.3;17.5
09/03/2021;31.9;23.8;19.1
10/03/2021;30.9;22.8;15.8
11/03/2021;32.8;25.4;20.2
12/03/2021;33.7;25.8;19.1
13/03/2021;33.7;25.1;17.5
14/03/2021;32.5;24.8;18.1
15/03/2021;32.5;24.5;18
16/03/2021;33.3;25.5;18.9
17/03/2021;33.1;25.5;20.4
18/03/2021;26.7;21.2;19.7
19/03/2021;31.1;23.8;18.6
20/03/2021;32.7;25.2;20.1
21/03/2021;33.5;26.2;21.5
22/03/2021;32.7;25.4;18.6
23/03/2021;33;25.5;19.2
24/03/2021;35.2;26;20.1
25/03/2021;34.4;26;19.6
26/03/2021;35.9;26.7;20.5
27/03/2021;34.5;25.3;20.3
28/03/2021;33.9;25.6;18.9
29/03/2021;34.9;26.7;19.5
30/03/2021;33.4;25.9;19.6
31/03/2021;31;23.5;17.2
01/04/2021;29.7;21.4;14.2
02/04/2021;30.1;21.1;14.2
03/04/2021;30.7;22;14.9
04/04/2021;31.8;23;15.9
05/04/2021;31.6;22.9;15.6
06/04/2021;28.9;21.7;18.8
07/04/2021;30.1;22;17.3
08/04/2021;31.8;22.9;16.3
09/04/2021;31.1;22.7;15.3
10/04/2021;31.5;22.2;14.3
11/04/2021;32.2;22.9;14
12/04/2021;32.9;23.6;13.9
13/04/2021;29.8;23.6;19.7
14/04/2021;30;21.7;15.4
15/04/2021;31.7;22.1;14.7
16/04/2021;31.9;23.3;16.4
17/04/2021;30;22.8;18.5
18/04/2021;24.1;20.2;17.9
19/04/2021;27;20.3;16.1
20/04/2021;27.1;20;14.5
21/04/2021;27.5;19.7;13.7
22/04/2021;27.3;19.7;14.7
23/04/2021;28.1;19.3;12.6
24/04/2021;28.5;19.8;12.8
25/04/2021;30.9;22.1;14.9
26/04/2021;30.9;23.5;17
27/04/2021;29.6;22;14.9
28/04/2021;28.9;20.6;13.6
29/04/2021;27.3;19.4;13.1
30/04/2021;28.9;19.7;12.6
01/05/2021;28.6;20.4;14.8
02/05/2021;29.2;20.1;13.1
03/05/2021;29.7;20.3;12.3
04/05/2021;31.3;21.4;12.6
05/05/2021;31.2;21.8;13
06/05/2021;32.4;22.7;14.7
07/05/2021;27.8;21.5;15.9
08/05/2021;28;19.3;12.8
09/05/2021;28.7;20;12.8
10/05/2021;28.8;20.5;13.8
11/05/2021;30.1;22.3;16.6
12/05/2021;29.2;21.3;15
13/05/2021;26.7;19;14.6
14/05/2021;28.3;18.8;11.9
15/05/2021;27.1;19.1;13.1
16/05/2021;27.8;19.7;13.3
17/05/2021;27.5;19.9;12.3
18/05/2021;27.9;19.7;12.3
19/05/2021;28.2;18.9;11.2
20/05/2021;30;19.4;9.3
21/05/2021;31.7;21.1;13.6
22/05/2021;23.1;17.5;15.1
23/05/2021;22.1;18.2;14.9
24/05/2021;21.4;15.8;10.6
25/05/2021;25.6;15.4;7.3
26/05/2021;28.1;18.6;10.5
27/05/2021;30.4;21.1;12.9
28/05/2021;32.4;22.3;14.5
29/05/2021;31.8;24.5;18
30/05/2021;31.2;21.5;15.8
31/05/2021;28.1;19.5;14.1
01/06/2021;28.4;19.4;13.3
02/06/2021;30.9;20.7;12.1
03/06/2021;31.1;21.2;12
04/06/2021;31.6;21.4;12.9
05/06/2021;31.2;21.7;14.5
06/06/2021;31.2;21.5;14.5
07/06/2021;27.2;19.4;14.7
08/06/2021;21.8;17.8;13.5
09/06/2021;29.3;20.3;14.3
10/06/2021;21.4;17.9;17.1
11/06/2021;22;18.2;15.7
12/06/2021;23.8;17.1;13.1
13/06/2021;24.8;16;8.6
14/06/2021;25.9;16.4;9.2
15/06/2021;27;17.7;11
16/06/2021;24.9;16.9;9.8
17/06/2021;24.2;16.4;10.8
18/06/2021;25.6;16.9;11.7
19/06/2021;30.1;19.8;12.7
20/06/2021;24.3;19.8;15.4
21/06/2021;25;17.5;11.3
22/06/2021;25.4;18.2;14.3
23/06/2021;25.4;18.1;13
24/06/2021;29.9;18.7;9.9
25/06/2021;30.9;21.7;14.5
26/06/2021;30.8;21.8;14.4
27/06/2021;29.4;21.8;16
28/06/2021;26.8;18.3;10.3
29/06/2021;18.4;12.7;11.1
30/06/2021;17.6;9.7;3.9
01/07/2021;23.7;11.3;1.9
02/07/2021;28;16.2;6.5
03/07/2021;27.5;18.4;8.5
04/07/2021;26.7;16.8;9.1
05/07/2021;26.5;16.9;9.3
06/07/2021;25.3;16.3;8.6
07/07/2021;25.7;16.2;8.6
08/07/2021;25.8;16.3;8.2
09/07/2021;28.7;17.1;8.2
10/07/2021;29;18.2;9.4
11/07/2021;28.6;18.4;8.6
12/07/2021;29.6;18.8;9.8
13/07/2021;29.6;19.2;9.5
14/07/2021;30;19.3;10.1
15/07/2021;31.2;20.9;10.7
16/07/2021;31.5;21.3;11.4
17/07/2021;30.1;21.5;14.4
18/07/2021;25.1;19.6;16.3
19/07/2021;19.6;12.2;4.2
20/07/2021;24.1;11.8;1.3
21/07/2021;26.6;15.2;5.9
22/07/2021;30.9;17.6;6.8
23/07/2021;29.8;18;7.9
24/07/2021;29.1;18.6;9.9
25/07/2021;29.8;19;10
26/07/2021;31.6;20.5;9.7
27/07/2021;32.6;22.2;12.2
28/07/2021;25.7;15.1;13.9
29/07/2021;16.3;9.2;3.2
30/07/2021;20.5;9.3;0
31/07/2021;25.3;13.6;3.7
01/08/2021;25.3;15.8;8.4
02/08/2021;26.3;17.6;9.9
03/08/2021;24.9;16.9;9.8
04/08/2021;27.2;16.9;8.3
05/08/2021;27.9;17.9;10
06/08/2021;28.1;19.4;11.4
07/08/2021;29.2;21.2;15.5
08/08/2021;29.6;21.6;14
09/08/2021;30.2;20.6;11.2
10/08/2021;32.1;21.5;11.2
11/08/2021;31.5;20.3;9.5
12/08/2021;29;19;11.6
13/08/2021;30.2;19.8;12.8
14/08/2021;29.8;19.8;11.5
15/08/2021;33.4;22.1;12.4
16/08/2021;34.7;23.9;17.1
17/08/2021;35;22.5;13.3
18/08/2021;35.3;25.4;15.8
19/08/2021;34;24.9;16.3
20/08/2021;33.3;24.5;16.4
21/08/2021;32.7;23.1;13.9
22/08/2021;33.4;23.1;12.6
23/08/2021;35.1;24.6;14.8
24/08/2021;36.3;26.3;17.1
25/08/2021;36.6;26.3;15.4
26/08/2021;33.3;26.1;19
27/08/2021;27.2;21.7;19.5
28/08/2021;22.6;17.5;14.9
29/08/2021;25.9;19.3;14.9
30/08/2021;29.7;21.2;13.6
31/08/2021;31.2;21.3;12.7
01/09/2021;31.5;21.4;13.3
02/09/2021;32.1;22.75;13.4
03/09/2021;34.7;24;13.4
04/09/2021;36;25.2;14.4
05/09/2021;35.8;25;15.1
06/09/2021;35.7;25.3;15.5
07/09/2021;37.7;24.8;14.2
08/09/2021;38.8;29;19.2
09/09/2021;31.5;25.9;20.2
10/09/2021;30.2;22.9;18.9
11/09/2021;32.8;22.6;16.4
12/09/2021;37.3;25.5;16.1
13/09/2021;38.8;28.7;20.1
14/09/2021;36.9;27.9;20.8
15/09/2021;33.6;25.4;19.6
16/09/2021;30.8;22.7;18.2
17/09/2021;35.9;25.2;17.5
18/09/2021;37.1;26.7;17.3
19/09/2021;38.6;28.3;18.8
20/09/2021;39.8;30.25;20.7
21/09/2021;40;30.4;21
22/09/2021;27.9;21.3;16.7
23/09/2021;31.2;20.4;13.1
24/09/2021;34.1;22.3;12.4
25/09/2021;33.6;24.3;16.6
26/09/2021;36.3;23.3;17.4
27/09/2021;32.8;24.8;16.8
28/09/2021;37;27;17.5
29/09/2021;37.6;26.9;18.2
30/09/2021;34.7;24.9;17.4
01/10/2021;35.5;25.95;16.4
02/10/2021;26.8;20.8;17.3
03/10/2021;36.6;23.6;17.1
04/10/2021;32.1;22.5;17.4
05/10/2021;33;24.5;18.4
06/10/2021;35.9;25.1;16.7
07/10/2021;29.5;23.6;20.5
08/10/2021;32.8;22.9;15.7
09/10/2021;34.3;23.7;16.6
10/10/2021;24.4;20.6;16.8
11/10/2021;29.5;22.1;17.2
12/10/2021;32.2;24.25;16.3
13/10/2021;34.4;25;16.4
14/10/2021;31.7;21.8;18.6
15/10/2021;34.1;24.5;17.8
16/10/2021;30.4;24.1;20
17/10/2021;29.8;23.6;18.4
18/10/2021;25.9;20.4;17.4
19/10/2021;27;21.7;16.4
20/10/2021;27.1;19.1;12.7
21/10/2021;28.8;20.1;12.6
22/10/2021;31.1;22.1;13.3
23/10/2021;36.2;24.9;14.1
24/10/2021;28.5;21.8;18
25/10/2021;29.5;23.55;17.6
26/10/2021;32.8;23.6;17.7
27/10/2021;29;24.05;19.1
28/10/2021;29.5;23.9;20.3
29/10/2021;33.6;25.1;18.4
30/10/2021;33.8;25.5;17.2
31/10/2021;23.4;20.7;18.7
01/11/2021;27.7;22.2;18.4
02/11/2021;31;23.2;16.7
03/11/2021;31.9;24.2;17.3
04/11/2021;34.7;25.5;16.8
05/11/2021;35.9;26.9;19.1
06/11/2021;35.3;27.85;20.4
07/11/2021;34.7;26.7;19.1
08/11/2021;34.6;25.5;17.6
09/11/2021;34.2;26.45;18.7
10/11/2021;34.9;23.8;17.6
11/11/2021;26.2;21.8;18.9
12/11/2021;30.8;22.2;17.5
13/11/2021;29.8;22.25;14.7
14/11/2021;33.1;22.9;13.1
15/11/2021;33.5;24.6;15.8
16/11/2021;34.7;25.3;17.6
17/11/2021;35.1;27.5;19.9
18/11/2021;29.1;23.6;21.1
19/11/2021;27.8;23.1;20.3
20/11/2021;30.5;23.6;18.4
21/11/2021;30.9;22.3;15.1
22/11/2021;34.2;24;13.8
23/11/2021;36.3;26.2;16.5
24/11/2021;35.5;25.8;17.5
25/11/2021;35.3;26.7;18.7
26/11/2021;28.5;22.8;19.5
27/11/2021;31.7;24.7;19
28/11/2021;33.8;25.7;17
29/11/2021;32.7;26.9;21.1
30/11/2021;28.9;22.6;20.4
01/12/2021;32.6;25.3;20.3
02/12/2021;32.6;25.3;18.6
03/12/2021;32.5;24.9;18.1
04/12/2021;33.2;24.9;17.4
05/12/2021;32;25.05;18.1
06/12/2021;31.3;24.3;19.9
07/12/2021;26.9;22;18.2
08/12/2021;28.5;21.3;15
09/12/2021;29.7;21.5;14.7
10/12/2021;31;23;15
11/12/2021;34.1;24.9;15.5
12/12/2021;36.7;26.7;18.4
13/12/2021;31;27.1;23.2
14/12/2021;31.1;24.9;21.7
15/12/2021;27.4;23.4;21.7
16/12/2021;30.7;24.1;21.8
17/12/2021;27.6;24.2;22.5
18/12/2021;29.7;24.1;20.6
19/12/2021;30.6;23.7;17.7
20/12/2021;33.4;23.8;16.1
21/12/2021;34.4;26;18.4
22/12/2021;35.2;27.2;20.3
23/12/2021;29.4;24.3;20.4
24/12/2021;30.2;21.9;13.3
25/12/2021;32.5;23;15.1
26/12/2021;35.4;25.7;17.4
27/12/2021;36.1;27.2;18.9
28/12/2021;35.8;27.8;19.8
29/12/2021;30.6;23.5;19
30/12/2021;27.4;23.5;19.6
31/12/2021;30.4;23;19.2
